user_id,rho_a,pd_t,pw_t,p_Na,Nw,A_best,p_value
185880661,3.3078702081435343,"[0.05882353 0.03921569 0.03921569 0.         0.03921569 0.01960784
 0.03921569 0.09803922 0.25490196 0.17647059 0.01960784 0.01960784
 0.         0.01960784 0.         0.         0.         0.
 0.         0.         0.         0.09803922 0.05882353 0.01960784]","[0.17647059 0.05882353 0.05882353 0.23529412 0.23529412 0.15686275
 0.07843137]","[0.35294118 0.19607843 0.15686275 0.         0.11764706 0.01960784
 0.07843137 0.         0.         0.03921569 0.01960784 0.01960784]",3.523413057377118,0.6481642648458098,0.0
36162471,2.9063778848027737,"[0.06382979 0.08510638 0.         0.06382979 0.04255319 0.04255319
 0.14893617 0.08510638 0.0212766  0.0212766  0.04255319 0.
 0.0212766  0.0212766  0.0212766  0.0212766  0.         0.
 0.         0.         0.         0.08510638 0.10638298 0.10638298]","[0.36170213 0.29787234 0.10638298 0.0212766  0.0212766  0.08510638
 0.10638298]","[0.27659574 0.31914894 0.08510638 0.06382979 0.06382979 0.
 0.0212766  0.06382979 0.0212766  0.06382979 0.0212766 ]",3.6016210943983653,1.3826234572563272,0.0
4473225,3.7529319781078354,"[0.04597701 0.04597701 0.10344828 0.05747126 0.08045977 0.02298851
 0.         0.         0.         0.         0.         0.
 0.         0.         0.02298851 0.02298851 0.03448276 0.09195402
 0.16091954 0.02298851 0.05747126 0.06896552 0.09195402 0.06896552]","[0.10344828 0.20689655 0.11494253 0.13793103 0.16091954 0.16091954
 0.11494253]","[0.48275862 0.28735632 0.14942529 0.05747126 0.01149425 0.
 0.01149425]",6.095274105232723,1.3800979390682448,0.0
5213718005,2.9698170653921125,"[0.10416667 0.0625     0.         0.02083333 0.08333333 0.
 0.02083333 0.04166667 0.04166667 0.         0.         0.
 0.         0.         0.         0.         0.02083333 0.29166667
 0.08333333 0.0625     0.0625     0.         0.0625     0.04166667]","[0.16666667 0.125      0.22916667 0.1875     0.10416667 0.0625
 0.125     ]","[0.3125     0.27083333 0.20833333 0.08333333 0.02083333 0.04166667
 0.02083333 0.         0.         0.         0.02083333 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.02083333]",6.375993036799932,1.1166994234665888,0.0
7678561,3.0487000131978346,"[0.03030303 0.06060606 0.04545455 0.03030303 0.07575758 0.09090909
 0.15151515 0.10606061 0.01515152 0.         0.         0.
 0.         0.         0.         0.         0.         0.01515152
 0.06060606 0.06060606 0.03030303 0.03030303 0.06060606 0.13636364]","[0.25757576 0.13636364 0.07575758 0.13636364 0.13636364 0.12121212
 0.13636364]","[0.53030303 0.18181818 0.15151515 0.04545455 0.01515152 0.03030303
 0.01515152 0.01515152 0.         0.01515152]",5.239845868971823,0.737555202886234,0.0
1889882810,1.213367469223226,"[0.03225806 0.         0.         0.         0.         0.
 0.         0.         0.         0.09677419 0.06451613 0.09677419
 0.06451613 0.09677419 0.12903226 0.06451613 0.         0.
 0.06451613 0.06451613 0.06451613 0.09677419 0.03225806 0.03225806]","[0.22580645 0.16129032 0.12903226 0.06451613 0.16129032 0.09677419
 0.16129032]","[0.51612903 0.06451613 0.03225806 0.12903226 0.06451613 0.
 0.03225806 0.         0.03225806 0.         0.03225806 0.03225806
 0.         0.         0.         0.         0.03225806 0.
 0.         0.         0.         0.         0.         0.
 0.03225806]",2.760587419926798,1.2072832255330082,0.0
458678536,2.281765758600059,"[0.09459459 0.         0.08108108 0.02702703 0.02702703 0.04054054
 0.         0.04054054 0.         0.         0.         0.01351351
 0.         0.02702703 0.02702703 0.04054054 0.10810811 0.
 0.10810811 0.08108108 0.02702703 0.06756757 0.12162162 0.06756757]","[0.2027027  0.06756757 0.13513514 0.06756757 0.13513514 0.12162162
 0.27027027]","[0.68918919 0.17567568 0.05405405 0.05405405 0.         0.
 0.         0.         0.         0.02702703]",8.100840579500286,0.6449735920550573,0.0
5357949,2.717950419805535,"[0.10344828 0.         0.         0.         0.03448276 0.06896552
 0.06896552 0.03448276 0.17241379 0.03448276 0.06896552 0.06896552
 0.         0.         0.         0.         0.         0.
 0.         0.03448276 0.         0.06896552 0.10344828 0.13793103]","[0.27586207 0.13793103 0.03448276 0.03448276 0.17241379 0.17241379
 0.17241379]","[0.34482759 0.06896552 0.13793103 0.13793103 0.06896552 0.03448276
 0.03448276 0.06896552 0.         0.         0.03448276 0.03448276
 0.         0.         0.         0.03448276]",2.923205846411693,1.3301735541022726,0.0
1083421726,2.559674961909617,"[0.15625 0.0625  0.09375 0.      0.      0.      0.      0.      0.
 0.      0.03125 0.      0.125   0.0625  0.      0.09375 0.      0.0625
 0.15625 0.0625  0.09375 0.      0.      0.     ]",[0.1875  0.03125 0.125   0.1875  0.15625 0.21875 0.09375],"[0.46875 0.125   0.125   0.03125 0.03125 0.03125 0.0625  0.      0.
 0.03125 0.      0.      0.0625  0.      0.      0.03125]",4.812037253904485,0.702046381848086,0.05
405690380,1.448483977582988,"[0.06779661 0.06779661 0.06779661 0.11864407 0.05084746 0.01694915
 0.05084746 0.05084746 0.06779661 0.05084746 0.01694915 0.
 0.         0.         0.         0.         0.         0.03389831
 0.01694915 0.06779661 0.10169492 0.08474576 0.01694915 0.05084746]","[0.16949153 0.08474576 0.05084746 0.18644068 0.16949153 0.18644068
 0.15254237]","[0.54237288 0.23728814 0.11864407 0.01694915 0.05084746 0.01694915
 0.         0.         0.01694915]",4.037732667906468,0.7339192113034696,0.0
1753465784,2.52368321333837,"[0.14634146 0.07317073 0.02439024 0.04878049 0.02439024 0.09756098
 0.         0.02439024 0.         0.         0.         0.
 0.04878049 0.02439024 0.04878049 0.07317073 0.04878049 0.
 0.09756098 0.02439024 0.02439024 0.07317073 0.04878049 0.04878049]","[0.17073171 0.19512195 0.14634146 0.12195122 0.07317073 0.09756098
 0.19512195]","[0.34146341 0.26829268 0.12195122 0.07317073 0.04878049 0.07317073
 0.04878049 0.         0.         0.02439024]",3.7282792191975824,1.1908037442223016,0.0
459294324,1.431115634143241,"[0.05128205 0.02564103 0.07692308 0.15384615 0.07692308 0.05128205
 0.02564103 0.05128205 0.         0.         0.         0.
 0.         0.         0.         0.02564103 0.02564103 0.12820513
 0.12820513 0.02564103 0.         0.         0.05128205 0.1025641 ]","[0.17948718 0.07692308 0.1025641  0.20512821 0.17948718 0.07692308
 0.17948718]","[0.33333333 0.25641026 0.1025641  0.07692308 0.07692308 0.05128205
 0.05128205 0.05128205]",3.584205862080284,0.9861330609635294,0.0
882741473,2.2312654439288564,"[0.08823529 0.         0.05882353 0.         0.         0.
 0.         0.         0.17647059 0.05882353 0.02941176 0.
 0.         0.02941176 0.         0.         0.02941176 0.05882353
 0.02941176 0.05882353 0.20588235 0.05882353 0.08823529 0.02941176]","[0.08823529 0.11764706 0.05882353 0.20588235 0.08823529 0.32352941
 0.11764706]","[0.26470588 0.20588235 0.17647059 0.08823529 0.14705882 0.05882353
 0.         0.02941176 0.         0.         0.         0.02941176]",2.539600048067049,1.415029861329764,0.0
1112893379,2.22063146351493,"[0.10344828 0.06896552 0.06896552 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.10344828 0.03448276 0.03448276 0.06896552 0.
 0.03448276 0.10344828 0.10344828 0.10344828 0.10344828 0.06896552]","[0.17241379 0.17241379 0.17241379 0.13793103 0.06896552 0.10344828
 0.17241379]","[0.31034483 0.17241379 0.10344828 0.10344828 0.06896552 0.10344828
 0.03448276 0.         0.03448276 0.03448276 0.         0.
 0.         0.         0.         0.03448276]",2.3093452431111485,0.8482018898396249,0.0
675391573,4.5199980175447525,"[0.05882353 0.05882353 0.         0.02941176 0.         0.
 0.         0.         0.         0.         0.02941176 0.02941176
 0.08823529 0.05882353 0.17647059 0.         0.05882353 0.
 0.         0.02941176 0.14705882 0.02941176 0.11764706 0.08823529]","[0.29411765 0.14705882 0.11764706 0.02941176 0.08823529 0.14705882
 0.17647059]","[0.23529412 0.29411765 0.08823529 0.11764706 0.17647059 0.02941176
 0.         0.02941176 0.         0.         0.         0.
 0.02941176]",8.35375066066016,1.027892637803392,0.0
78947024,3.4133044376343427,"[0.03773585 0.01886792 0.         0.0754717  0.09433962 0.1509434
 0.01886792 0.03773585 0.         0.03773585 0.         0.
 0.         0.         0.         0.         0.         0.0754717
 0.03773585 0.26415094 0.05660377 0.05660377 0.01886792 0.01886792]","[0.09433962 0.         0.20754717 0.26415094 0.1509434  0.1509434
 0.13207547]","[0.45283019 0.28301887 0.13207547 0.0754717  0.01886792 0.01886792
 0.01886792]",4.594856645816574,0.8080688897528191,0.0
